# sensor_id  dir_x  dir_y  dir_z  pos_x  pos_y  pos_z  face
1069 -0.863568 0.504234 -0.000126144 -55.8752 31.9726 -13.0482 0
1070 -0.863614 0.504152 -0.000126141 -55.8775 31.969 -11.5408 0
1071 -0.863661 0.504072 -0.000125139 -55.8798 31.9655 -10.0333 0
1072 -0.863709 0.503991 -0.000125137 -55.8821 31.9618 -8.52582 0
1073 -0.863757 0.50391 -0.000125134 -55.8843 31.9583 -7.01835 0
1074 -0.863804 0.503829 -0.000125132 -55.8868 31.9547 -5.51089 0
1075 -0.86385 0.503748 -0.00012513 -55.889 31.9511 -4.00343 0
1076 -0.863898 0.503666 -0.000125127 -55.8914 31.9476 -2.49596 0
1077 -0.863946 0.503585 -0.000125125 -55.8936 31.9441 -0.988501 0
1078 -0.863993 0.503505 -0.000125122 -55.8959 31.9404 0.518966 0
1079 -0.86404 0.503423 -0.00012512 -55.8982 31.9369 2.02643 0
1080 -0.864087 0.503342 -0.000125118 -55.9006 31.9333 3.53389 0
1081 -0.864135 0.50326 -0.000124115 -55.9029 31.9297 5.04136 0
1082 -0.864182 0.503179 -0.000124113 -55.9052 31.9261 6.54882 0
1083 -0.864229 0.503098 -0.00012411 -55.9074 31.9225 8.05629 0
1084 -0.864277 0.503018 -0.000124108 -55.9098 31.9189 9.56375 0
1085 -0.864323 0.502937 -0.000124106 -55.912 31.9154 11.0712 0
1086 -0.864371 0.502855 -0.000124103 -55.9142 31.9118 12.5786 0
1087 -0.864418 0.502773 -0.000124101 -55.9167 31.9083 14.0861 0
1088 -0.864466 0.502692 -0.000124098 -55.9189 31.9047 15.5936 0
1089 -0.864513 0.502611 -0.000124096 -55.9213 31.9011 17.101 0
1090 -0.864559 0.50253 -0.000124093 -55.9235 31.8975 18.6085 0
1091 -0.864607 0.502449 -0.000123092 -55.9257 31.8939 20.116 0
1092 -0.864654 0.502368 -0.00012309 -55.9281 31.8903 21.6234 0
1093 -0.864701 0.502287 -0.000123087 -55.9304 31.8868 23.1309 0
1094 -0.864748 0.502206 -0.000123085 -55.9328 31.8831 24.6384 0
1095 -0.864796 0.502123 -0.000123082 -55.935 31.8796 26.1458 0
1096 -0.864843 0.502042 -0.000123079 -55.9372 31.876 27.6533 0
1097 -0.86489 0.501962 -0.000123077 -55.9396 31.8725 29.1607 0
1098 -0.864937 0.501881 -0.000123075 -55.9418 31.8689 30.6682 0
1099 -0.864984 0.501799 -0.000123073 -55.9443 31.8653 32.1757 0
1100 -0.87503 0.48407 -0.000100581 -56.6026 30.6885 -32.6483 0
1101 -0.875074 0.483988 -0.000100579 -56.6048 30.6848 -31.1408 0
1102 -0.87512 0.483906 -0.000100577 -56.6069 30.6813 -29.6334 0
1103 -0.875166 0.483823 -0.000100575 -56.6091 30.6776 -28.1258 0
1104 -0.875212 0.483741 -9.95719e-05 -56.6114 30.674 -26.6183 0
1105 -0.875257 0.483659 -9.95702e-05 -56.6135 30.6703 -25.1109 0
1106 -0.875301 0.483577 -9.95675e-05 -56.6158 30.6667 -23.6034 0
1107 -0.875348 0.483494 -9.95658e-05 -56.6179 30.663 -22.0959 0
1108 -0.875393 0.483413 -9.95639e-05 -56.62 30.6594 -20.5885 0
1109 -0.875438 0.48333 -9.95612e-05 -56.6222 30.6557 -19.081 0
1110 -0.875484 0.483248 -9.95595e-05 -56.6245 30.6521 -17.5735 0
1111 -0.875529 0.483165 -9.95569e-05 -56.6266 30.6484 -16.0661 0
1112 -0.875574 0.483083 -9.95552e-05 -56.6288 30.6449 -14.5586 0
1113 -0.875619 0.483001 -9.95525e-05 -56.6309 30.6412 -13.0511 0
1114 -0.875665 0.482919 -9.85507e-05 -56.6332 30.6376 -11.5437 0
1115 -0.875711 0.482837 -9.85489e-05 -56.6353 30.6339 -10.0362 0
1116 -0.875755 0.482755 -9.85463e-05 -56.6375 30.6302 -8.52877 0
1117 -0.875801 0.482673 -9.85445e-05 -56.6397 30.6266 -7.02132 0
1118 -0.875847 0.48259 -9.85417e-05 -56.6419 30.6229 -5.51385 0
1119 -0.875892 0.482507 -9.85392e-05 -56.6441 30.6193 -4.00638 0
1120 -0.875936 0.482425 -9.85375e-05 -56.6462 30.6156 -2.49893 0
1121 -0.875982 0.482344 -9.85356e-05 -56.6483 30.6121 -0.991453 0
1122 -0.876028 0.482261 -9.8534e-05 -56.6507 30.6084 0.516008 0
1123 -0.876073 0.482179 -9.85313e-05 -56.6528 30.6048 2.02347 0
1124 -0.876118 0.482097 -9.75296e-05 -56.6549 30.6011 3.53094 0
1125 -0.876163 0.482014 -9.7527e-05 -56.6571 30.5975 5.0384 0
1126 -0.876209 0.481932 -9.75242e-05 -56.6592 30.5938 6.54587 0
1127 -0.876254 0.481849 -9.75225e-05 -56.6615 30.5901 8.05333 0
1128 -0.876299 0.481767 -9.75209e-05 -56.6636 30.5864 9.5608 0
1129 -0.876345 0.481685 -9.75181e-05 -56.6658 30.5828 11.0682 0
1130 -0.876389 0.481603 -9.75164e-05 -56.668 30.5791 12.5756 0
1131 -0.876435 0.48152 -9.75138e-05 -56.6701 30.5756 14.0832 0
1132 -0.87648 0.481438 -9.75121e-05 -56.6723 30.5719 15.5907 0
1133 -0.876526 0.481356 -9.75093e-05 -56.6745 30.5683 17.0981 0
1134 -0.876571 0.481273 -9.65069e-05 -56.6766 30.5646 18.6056 0
1135 -0.876615 0.481192 -9.6506e-05 -56.6789 30.561 20.1131 0
1136 -0.876661 0.481109 -9.65032e-05 -56.681 30.5573 21.6205 0
1137 -0.876706 0.481026 -9.65017e-05 -56.6832 30.5537 23.128 0
1138 -0.876751 0.480944 -9.6499e-05 -56.6853 30.5499 24.6355 0
1139 -0.876797 0.480862 -9.64972e-05 -56.6875 30.5463 26.1429 0
1140 -0.876842 0.480779 -9.64946e-05 -56.6897 30.5426 27.6504 0
1141 -0.876887 0.480698 -9.64928e-05 -56.6919 30.5391 29.1578 0
1142 -0.876932 0.480615 -9.64913e-05 -56.694 30.5354 30.6653 0
1143 -0.876977 0.480533 -9.64886e-05 -56.6962 30.5318 32.1728 0
1144 -0.886586 0.462563 -7.40469e-05 -57.3273 29.34 -32.6512 0
1145 -0.88663 0.46248 -7.40445e-05 -57.3293 29.3362 -31.1437 0
1146 -0.886674 0.462397 -7.40421e-05 -57.3314 29.3326 -29.6362 0
1147 -0.886717 0.462313 -7.304e-05 -57.3334 29.3288 -28.1288 0
1148 -0.886759 0.46223 -7.30387e-05 -57.3355 29.3251 -26.6213 0
1149 -0.886804 0.462148 -7.3037e-05 -57.3376 29.3213 -25.1138 0
1150 -0.886847 0.462064 -7.30349e-05 -57.3396 29.3178 -23.6064 0
1151 -0.88689 0.46198 -7.30327e-05 -57.3417 29.314 -22.0989 0
1152 -0.886934 0.461897 -7.30313e-05 -57.3437 29.3103 -20.5915 0
1153 -0.886977 0.461813 -7.30291e-05 -57.3458 29.3066 -19.084 0
1154 -0.88702 0.46173 -7.30268e-05 -57.3478 29.3029 -17.5765 0
1155 -0.887063 0.461647 -7.30245e-05 -57.3499 29.2991 -16.0691 0
1156 -0.887108 0.461564 -7.3023e-05 -57.352 29.2955 -14.5616 0
1157 -0.887151 0.461481 -7.20217e-05 -57.354 29.2917 -13.0541 0
1158 -0.887193 0.461398 -7.20194e-05 -57.356 29.288 -11.5466 0
1159 -0.887237 0.461314 -7.20172e-05 -57.3581 29.2843 -10.0392 0
1160 -0.887281 0.46123 -7.20148e-05 -57.3601 29.2807 -8.53173 0
1161 -0.887324 0.461147 -7.20136e-05 -57.3623 29.2769 -7.02427 0
1162 -0.887366 0.461063 -7.20115e-05 -57.3643 29.2732 -5.5168 0
1163 -0.88741 0.460981 -7.20099e-05 -57.3663 29.2694 -4.00934 0
1164 -0.887454 0.460897 -7.20077e-05 -57.3684 29.2658 -2.50188 0
1165 -0.887497 0.460814 -7.20054e-05 -57.3704 29.262 -0.994411 0
1166 -0.88754 0.460731 -7.20041e-05 -57.3725 29.2583 0.513053 0
1167 -0.887583 0.460647 -7.10019e-05 -57.3746 29.2546 2.02052 0
1168 -0.887627 0.460564 -7.09995e-05 -57.3766 29.2509 3.52798 0
1169 -0.88767 0.460479 -7.09974e-05 -57.3787 29.2472 5.03545 0
1170 -0.887713 0.460397 -7.0997e-05 -57.3807 29.2434 6.54291 0
1171 -0.887757 0.460314 -7.09946e-05 -57.3826 29.2398 8.05037 0
1172 -0.887799 0.46023 -7.09925e-05 -57.3847 29.236 9.55784 0
1173 -0.887842 0.460147 -7.09902e-05 -57.3868 29.2323 11.0653 0
1174 -0.887887 0.460063 -7.09879e-05 -57.3889 29.2285 12.5728 0
1175 -0.88793 0.45998 -7.09866e-05 -57.3909 29.2249 14.0802 0
1176 -0.887972 0.459897 -7.09843e-05 -57.3929 29.2211 15.5877 0
1177 -0.888015 0.459814 -6.9983e-05 -57.395 29.2174 17.0951 0
1178 -0.888059 0.459731 -6.99806e-05 -57.397 29.2137 18.6026 0
1179 -0.888102 0.459646 -6.99786e-05 -57.3992 29.2101 20.1101 0
1180 -0.888145 0.459563 -6.99773e-05 -57.4012 29.2063 21.6175 0
1181 -0.888187 0.459479 -6.99752e-05 -57.4031 29.2026 23.125 0
1182 -0.888231 0.459396 -6.99728e-05 -57.4052 29.1988 24.6325 0
1183 -0.888274 0.459312 -6.99707e-05 -57.4072 29.1951 26.1399 0
1184 -0.888318 0.45923 -6.99701e-05 -57.4092 29.1914 27.6474 0
1185 -0.888362 0.459147 -6.99677e-05 -57.4114 29.1877 29.155 0
1186 -0.888404 0.459063 -6.99656e-05 -57.4134 29.1839 30.6624 0
1187 -0.888447 0.45898 -6.89633e-05 -57.4155 29.1803 32.1699 0
1188 -0.897615 0.440781 -4.75716e-05 -58.0188 27.9741 -32.654 0
1189 -0.897656 0.440697 -4.65697e-05 -58.0207 27.9702 -31.1466 0
1190 -0.897698 0.440612 -4.65679e-05 -58.0227 27.9666 -29.6391 0
1191 -0.89774 0.440528 -4.65659e-05 -58.0247 27.9628 -28.1317 0
1192 -0.89778 0.440444 -4.6564e-05 -58.0265 27.959 -26.6242 0
1193 -0.897821 0.440359 -4.65623e-05 -58.0284 27.9552 -25.1168 0
1194 -0.897863 0.440275 -4.65603e-05 -58.0304 27.9515 -23.6094 0
1195 -0.897905 0.440192 -4.65591e-05 -58.0323 27.9476 -22.1019 0
1196 -0.897945 0.440106 -4.65574e-05 -58.0343 27.9439 -20.5944 0
1197 -0.897987 0.440022 -4.65564e-05 -58.0362 27.9401 -19.087 0
1198 -0.898028 0.439937 -4.65537e-05 -58.0381 27.9363 -17.5795 0
1199 -0.89807 0.439853 -4.55527e-05 -58.04 27.9326 -16.072 0
1200 -0.898111 0.439769 -4.55509e-05 -58.0419 27.9289 -14.5646 0
1201 -0.898152 0.439684 -4.55491e-05 -58.0439 27.925 -13.0571 0
1202 -0.898194 0.439601 -4.55479e-05 -58.0459 27.9213 -11.5497 0
1203 -0.898235 0.439517 -4.5546e-05 -58.0477 27.9174 -10.0422 0
1204 -0.898276 0.439432 -4.55443e-05 -58.0497 27.9137 -8.53468 0
1205 -0.898317 0.439347 -4.55424e-05 -58.0516 27.9099 -7.02722 0
1206 -0.898359 0.439262 -4.55405e-05 -58.0534 27.9061 -5.51976 0
1207 -0.8984 0.439178 -4.55386e-05 -58.0554 27.9023 -4.01229 0
1208 -0.898441 0.439094 -4.55367e-05 -58.0574 27.8987 -2.50484 0
1209 -0.898483 0.439009 -4.45349e-05 -58.0593 27.8948 -0.997361 0
1210 -0.898523 0.438926 -4.45338e-05 -58.0612 27.8911 0.510101 0
1211 -0.898564 0.438841 -4.45321e-05 -58.0631 27.8872 2.01757 0
1212 -0.898606 0.438757 -4.45301e-05 -58.065 27.8835 3.52503 0
1213 -0.898648 0.438672 -4.45283e-05 -58.0669 27.8797 5.03249 0
1214 -0.898689 0.438588 -4.45264e-05 -58.069 27.8758 6.53996 0
1215 -0.898729 0.438503 -4.45255e-05 -58.0708 27.8721 8.04742 0
1216 -0.898771 0.438418 -4.45227e-05 -58.0727 27.8683 9.55488 0
1217 -0.898812 0.438335 -4.45227e-05 -58.0747 27.8646 11.0624 0
1218 -0.898853 0.43825 -4.3521e-05 -58.0765 27.8608 12.5699 0
1219 -0.898894 0.438166 -4.35191e-05 -58.0784 27.857 14.0773 0
1220 -0.898935 0.438081 -4.35173e-05 -58.0804 27.8532 15.5848 0
1221 -0.898976 0.437997 -4.35154e-05 -58.0823 27.8494 17.0922 0
1222 -0.899018 0.437912 -4.35136e-05 -58.0843 27.8456 18.5996 0
1223 -0.89906 0.437828 -4.35116e-05 -58.0861 27.8419 20.1071 0
1224 -0.8991 0.437745 -4.35105e-05 -58.088 27.838 21.6146 0
1225 -0.899141 0.437659 -4.35088e-05 -58.0899 27.8343 23.122 0
1226 -0.899182 0.437575 -4.35069e-05 -58.0919 27.8305 24.6295 0
1227 -0.899224 0.43749 -4.35051e-05 -58.0939 27.8268 26.137 0
1228 -0.899265 0.437406 -4.25032e-05 -58.0957 27.823 27.6444 0
1229 -0.899305 0.437321 -4.25015e-05 -58.0976 27.8192 29.1519 0
1230 -0.899346 0.437237 -4.24996e-05 -58.0995 27.8154 30.6593 0
1231 -0.899388 0.437153 -4.24986e-05 -58.1014 27.8116 32.1668 0
1232 -0.908108 0.418736 -2.01565e-05 -58.6768 26.5918 -32.657 0
1233 -0.908147 0.418651 -2.0155e-05 -58.6786 26.5879 -31.1496 0
1234 -0.908187 0.418565 -2.01534e-05 -58.6804 26.5841 -29.6421 0
1235 -0.908227 0.418479 -2.0152e-05 -58.6823 26.5802 -28.1346 0
1236 -0.908266 0.418394 -2.01505e-05 -58.684 26.5764 -26.6272 0
1237 -0.908304 0.418309 -2.0148e-05 -58.6858 26.5725 -25.1197 0
1238 -0.908344 0.418223 -2.01466e-05 -58.6876 26.5687 -23.6122 0
1239 -0.908383 0.418138 -1.91451e-05 -58.6893 26.5648 -22.1048 0
1240 -0.908423 0.418054 -1.91443e-05 -58.6913 26.5611 -20.5973 0
1241 -0.908462 0.417968 -1.91429e-05 -58.693 26.5572 -19.0898 0
1242 -0.908501 0.417883 -1.91414e-05 -58.6948 26.5534 -17.5824 0
1243 -0.90854 0.417798 -1.91399e-05 -58.6966 26.5495 -16.0749 0
1244 -0.908579 0.417711 -1.91386e-05 -58.6983 26.5457 -14.5675 0
1245 -0.908619 0.417626 -1.9137e-05 -58.7002 26.5419 -13.06 0
1246 -0.908658 0.417541 -1.91354e-05 -58.702 26.5381 -11.5525 0
1247 -0.908697 0.417456 -1.91339e-05 -58.7038 26.5342 -10.0451 0
1248 -0.908737 0.417371 -1.91323e-05 -58.7056 26.5304 -8.53764 0
1249 -0.908776 0.417286 -1.81309e-05 -58.7073 26.5266 -7.03017 0
1250 -0.908815 0.4172 -1.81295e-05 -58.7091 26.5227 -5.5227 0
1251 -0.908853 0.417115 -1.81281e-05 -58.7109 26.5189 -4.01525 0
1252 -0.908893 0.417029 -1.81266e-05 -58.7128 26.515 -2.50777 0
1253 -0.908932 0.416944 -1.81252e-05 -58.7146 26.5112 -1.00032 0
1254 -0.908971 0.416858 -1.81237e-05 -58.7163 26.5073 0.507151 0
1255 -0.909011 0.416773 -1.8123e-05 -58.7181 26.5035 2.01462 0
1256 -0.90905 0.416688 -1.81205e-05 -58.7199 26.4996 3.52207 0
1257 -0.909089 0.416602 -1.81192e-05 -58.7216 26.4958 5.02954 0
1258 -0.909128 0.416517 -1.81177e-05 -58.7236 26.492 6.53701 0
1259 -0.909168 0.416432 -1.71161e-05 -58.7253 26.4882 8.04447 0
1260 -0.909206 0.416346 -1.71148e-05 -58.727 26.4843 9.55194 0
1261 -0.909245 0.416261 -1.71133e-05 -58.7289 26.4805 11.0594 0
1262 -0.909285 0.416175 -1.71119e-05 -58.7306 26.4766 12.5669 0
1263 -0.909324 0.416091 -1.71112e-05 -58.7323 26.4728 14.0744 0
1264 -0.909363 0.416004 -1.71089e-05 -58.7343 26.4689 15.5818 0
1265 -0.909401 0.415919 -1.71074e-05 -58.736 26.4651 17.0893 0
1266 -0.909441 0.415834 -1.71058e-05 -58.7378 26.4611 18.5968 0
1267 -0.90948 0.415748 -1.71045e-05 -58.7396 26.4574 20.1042 0
1268 -0.909519 0.415663 -1.7103e-05 -58.7413 26.4535 21.6117 0
1269 -0.909557 0.415577 -1.61017e-05 -58.7431 26.4497 23.1191 0
1270 -0.909597 0.415493 -1.61009e-05 -58.7449 26.4458 24.6266 0
1271 -0.909636 0.415407 -1.60996e-05 -58.7468 26.442 26.1341 0
1272 -0.909675 0.415322 -1.60981e-05 -58.7485 26.4381 27.6415 0
1273 -0.909715 0.415236 -1.60957e-05 -58.7502 26.4343 29.149 0
1274 -0.909752 0.41515 -1.60943e-05 -58.7521 26.4304 30.6565 0
1275 -0.909791 0.415064 -1.6093e-05 -58.7538 26.4266 32.1639 0
1276 -0.91806 0.396441 6.19861e-06 -59.3008 25.1938 -32.6601 0
1277 -0.918097 0.396354 6.20052e-06 -59.3026 25.1899 -31.1526 0
1278 -0.918135 0.396268 6.20172e-06 -59.3042 25.186 -29.6452 0
1279 -0.918172 0.396182 6.20293e-06 -59.3058 25.182 -28.1376 0
1280 -0.918209 0.396096 7.20403e-06 -59.3075 25.1782 -26.6301 0
1281 -0.918247 0.396009 7.20604e-06 -59.3092 25.1742 -25.1227 0
1282 -0.918284 0.395923 7.20714e-06 -59.3109 25.1704 -23.6152 0
1283 -0.918321 0.395838 7.20743e-06 -59.3125 25.1665 -22.1077 0
1284 -0.918357 0.395752 7.20853e-06 -59.3142 25.1626 -20.6003 0
1285 -0.918395 0.395665 7.21054e-06 -59.3159 25.1587 -19.0928 0
1286 -0.918432 0.395578 7.21164e-06 -59.3175 25.1548 -17.5854 0
1287 -0.918469 0.395492 7.21275e-06 -59.3192 25.1509 -16.0779 0
1288 -0.918506 0.395405 7.21376e-06 -59.3209 25.147 -14.5704 0
1289 -0.918544 0.395319 8.21596e-06 -59.3225 25.1431 -13.063 0
1290 -0.918581 0.395233 8.21706e-06 -59.3242 25.1391 -11.5555 0
1291 -0.918618 0.395148 8.21735e-06 -59.3258 25.1354 -10.048 0
1292 -0.918656 0.395061 8.21836e-06 -59.3274 25.1314 -8.54058 0
1293 -0.918692 0.394975 8.22046e-06 -59.3292 25.1276 -7.03312 0
1294 -0.918729 0.394889 8.22157e-06 -59.3309 25.1236 -5.52565 0
1295 -0.918767 0.394802 8.22257e-06 -59.3325 25.1198 -4.0182 0
1296 -0.918804 0.394716 8.22368e-06 -59.3342 25.1158 -2.51072 0
1297 -0.91884 0.394629 8.22578e-06 -59.3358 25.1119 -1.00326 0
1298 -0.918877 0.394542 8.22669e-06 -59.3375 25.108 0.504201 0
1299 -0.918915 0.394457 9.22708e-06 -59.3392 25.1041 2.01167 0
1300 -0.918952 0.394371 9.22818e-06 -59.3408 25.1003 3.51913 0
1301 -0.918989 0.394284 9.23009e-06 -59.3425 25.0964 5.0266 0
1302 -0.919026 0.394198 9.23129e-06 -59.3441 25.0925 6.53406 0
1303 -0.919063 0.394112 9.2324e-06 -59.3458 25.0886 8.04151 0
1304 -0.919099 0.394025 9.2342e-06 -59.3474 25.0846 9.54899 0
1305 -0.919136 0.393939 9.2353e-06 -59.3491 25.0807 11.0565 0
1306 -0.919173 0.393853 9.23651e-06 -59.3508 25.0768 12.5639 0
1307 -0.91921 0.393767 9.23661e-06 -59.3524 25.0729 14.0714 0
1308 -0.919247 0.39368 9.23871e-06 -59.354 25.0691 15.5789 0
1309 -0.919285 0.393594 1.02399e-05 -59.3557 25.0651 17.0863 0
1310 -0.919322 0.393507 1.02408e-05 -59.3573 25.0613 18.5938 0
1311 -0.919358 0.393421 1.02419e-05 -59.3591 25.0573 20.1012 0
1312 -0.919395 0.393334 1.02438e-05 -59.3607 25.0535 21.6087 0
1313 -0.919433 0.393248 1.0245e-05 -59.3623 25.0495 23.1162 0
1314 -0.919469 0.393162 1.0246e-05 -59.364 25.0456 24.6236 0
1315 -0.919506 0.393076 1.02471e-05 -59.3656 25.0417 26.1311 0
1316 -0.919543 0.39299 1.02483e-05 -59.3673 25.0378 27.6386 0
1317 -0.91958 0.392904 1.02494e-05 -59.369 25.0339 29.146 0
1318 -0.919617 0.392816 1.02503e-05 -59.3706 25.0301 30.6535 0
1319 -0.919654 0.39273 1.12524e-05 -59.3723 25.0261 32.161 0
1320 -0.927465 0.37391 3.34934e-05 -59.8907 23.7809 -32.663 0
1321 -0.9275 0.373822 3.34951e-05 -59.8921 23.777 -31.1555 0
1322 -0.927536 0.373735 3.3496e-05 -59.8936 23.773 -29.648 0
1323 -0.92757 0.373648 3.34977e-05 -59.8952 23.7691 -28.1405 0
1324 -0.927605 0.373561 3.34974e-05 -59.8967 23.7651 -26.633 0
1325 -0.927641 0.373474 3.34982e-05 -59.8983 23.7612 -25.1256 0
1326 -0.927676 0.373387 3.34999e-05 -59.8998 23.7572 -23.6182 0
1327 -0.927711 0.3733 3.35006e-05 -59.9013 23.7534 -22.1107 0
1328 -0.927745 0.373213 3.35023e-05 -59.9029 23.7493 -20.6033 0
1329 -0.927781 0.373126 3.45031e-05 -59.9044 23.7454 -19.0958 0
1330 -0.927816 0.373039 3.45038e-05 -59.9059 23.7414 -17.5883 0
1331 -0.927851 0.372951 3.45053e-05 -59.9075 23.7375 -16.0809 0
1332 -0.927886 0.372864 3.45061e-05 -59.909 23.7335 -14.5734 0
1333 -0.927921 0.372777 3.4507e-05 -59.9105 23.7295 -13.0659 0
1334 -0.927956 0.37269 3.45077e-05 -59.9121 23.7256 -11.5585 0
1335 -0.927991 0.372603 3.45084e-05 -59.9135 23.7217 -10.051 0
1336 -0.928027 0.372516 3.45102e-05 -59.9151 23.7178 -8.54354 0
1337 -0.928061 0.372428 3.45108e-05 -59.9167 23.7137 -7.03607 0
1338 -0.928095 0.372341 3.45124e-05 -59.9182 23.7098 -5.5286 0
1339 -0.928131 0.372254 3.55132e-05 -59.9197 23.7058 -4.02115 0
1340 -0.928166 0.372167 3.55139e-05 -59.9212 23.7019 -2.51367 0
1341 -0.9282 0.372081 3.55148e-05 -59.9227 23.6979 -1.00621 0
1342 -0.928235 0.371993 3.55153e-05 -59.9243 23.694 0.501251 0
1343 -0.928271 0.371906 3.55171e-05 -59.9258 23.6901 2.00872 0
1344 -0.928306 0.371818 3.55178e-05 -59.9274 23.6862 3.51617 0
1345 -0.928341 0.371731 3.55185e-05 -59.9289 23.6821 5.02364 0
1346 -0.928375 0.371644 3.55202e-05 -59.9303 23.6782 6.53111 0
1347 -0.92841 0.371556 3.55207e-05 -59.9319 23.6742 8.03857 0
1348 -0.928445 0.371469 3.55224e-05 -59.9335 23.6703 9.54604 0
1349 -0.928481 0.371382 3.65232e-05 -59.935 23.6663 11.0535 0
1350 -0.928515 0.371296 3.65231e-05 -59.9365 23.6624 12.5611 0
1351 -0.928549 0.371208 3.65246e-05 -59.938 23.6584 14.0684 0
1352 -0.928584 0.371121 3.65253e-05 -59.9395 23.6544 15.5759 0
1353 -0.92862 0.371034 3.65271e-05 -59.941 23.6505 17.0834 0
1354 -0.928655 0.370947 3.65278e-05 -59.9426 23.6465 18.5908 0
1355 -0.928689 0.370859 3.65295e-05 -59.9441 23.6426 20.0983 0
1356 -0.928724 0.370771 3.653e-05 -59.9456 23.6386 21.6057 0
1357 -0.928759 0.370684 3.65307e-05 -59.9472 23.6347 23.1132 0
1358 -0.928794 0.370598 3.75316e-05 -59.9486 23.6307 24.6207 0
1359 -0.928828 0.370511 3.75323e-05 -59.9501 23.6267 26.1281 0
1360 -0.928863 0.370423 3.75338e-05 -59.9518 23.6228 27.6356 0
1361 -0.928898 0.370336 3.75345e-05 -59.9532 23.6189 29.1431 0
1362 -0.928933 0.370249 3.75362e-05 -59.9547 23.6149 30.6505 0
1363 -0.928968 0.370161 3.75367e-05 -59.9563 23.611 32.158 0
1364 -0.936318 0.351156 5.97275e-05 -60.4456 22.3542 -32.6659 0
1365 -0.93635 0.351068 5.97288e-05 -60.447 22.3501 -31.1585 0
1366 -0.936383 0.35098 5.97291e-05 -60.4485 22.3462 -29.6509 0
1367 -0.936416 0.350892 5.97304e-05 -60.4499 22.3421 -28.1434 0
1368 -0.936449 0.350804 6.07307e-05 -60.4513 22.3381 -26.636 0
1369 -0.936481 0.350716 6.0732e-05 -60.4526 22.3341 -25.1285 0
1370 -0.936515 0.350628 6.07334e-05 -60.4541 22.3301 -23.621 0
1371 -0.936548 0.35054 6.07337e-05 -60.4554 22.3262 -22.1137 0
1372 -0.936581 0.350451 6.0735e-05 -60.4569 22.3222 -20.6062 0
1373 -0.936613 0.350364 6.07345e-05 -60.4583 22.3181 -19.0988 0
1374 -0.936646 0.350276 6.07359e-05 -60.4596 22.3142 -17.5913 0
1375 -0.936679 0.350188 6.07362e-05 -60.4611 22.3101 -16.0838 0
1376 -0.936712 0.3501 6.07375e-05 -60.4624 22.3061 -14.5764 0
1377 -0.936746 0.350012 6.07379e-05 -60.4638 22.3021 -13.0689 0
1378 -0.936778 0.349924 6.17392e-05 -60.4653 22.298 -11.5614 0
1379 -0.93681 0.349836 6.17394e-05 -60.4667 22.2941 -10.054 0
1380 -0.936843 0.349748 6.17407e-05 -60.468 22.2901 -8.54648 0
1381 -0.936877 0.34966 6.17411e-05 -60.4694 22.2861 -7.03902 0
1382 -0.936909 0.349573 6.17416e-05 -60.4708 22.2821 -5.53156 0
1383 -0.936942 0.349485 6.1743e-05 -60.4722 22.2781 -4.02409 0
1384 -0.936975 0.349396 6.17433e-05 -60.4737 22.274 -2.51663 0
1385 -0.937008 0.349308 6.17446e-05 -60.475 22.2701 -1.00916 0
1386 -0.937041 0.34922 6.17449e-05 -60.4764 22.266 0.4983 0
1387 -0.937072 0.349132 6.17461e-05 -60.4778 22.262 2.00577 0
1388 -0.937106 0.349044 6.27465e-05 -60.4792 22.2581 3.51323 0
1389 -0.937139 0.348956 6.27478e-05 -60.4806 22.2541 5.02069 0
1390 -0.937172 0.348868 6.27481e-05 -60.482 22.25 6.52816 0
1391 -0.937204 0.348781 6.27486e-05 -60.4834 22.2461 8.03562 0
1392 -0.937237 0.348693 6.27489e-05 -60.4847 22.242 9.54309 0
1393 -0.93727 0.348605 6.27503e-05 -60.4861 22.238 11.0506 0
1394 -0.937303 0.348517 6.27516e-05 -60.4875 22.234 12.5581 0
1395 -0.937336 0.348429 6.27519e-05 -60.489 22.2299 14.0656 0
1396 -0.937368 0.34834 6.27532e-05 -60.4904 22.2261 15.573 0
1397 -0.9374 0.348252 6.27534e-05 -60.4917 22.222 17.0804 0
1398 -0.937434 0.348164 6.37548e-05 -60.493 22.218 18.5878 0
1399 -0.937467 0.348076 6.37551e-05 -60.4945 22.214 20.0953 0
1400 -0.937498 0.347988 6.37553e-05 -60.4958 22.21 21.6028 0
1401 -0.937532 0.3479 6.37557e-05 -60.4972 22.2059 23.1102 0
1402 -0.937564 0.347812 6.3757e-05 -60.4987 22.2019 24.6177 0
1403 -0.937597 0.347724 6.37583e-05 -60.5 22.1979 26.1252 0
1404 -0.937629 0.347636 6.37585e-05 -60.5014 22.194 27.6326 0
1405 -0.937662 0.347548 6.37599e-05 -60.5028 22.1899 29.1401 0
1406 -0.937695 0.34746 6.37602e-05 -60.5041 22.186 30.6476 0
1407 -0.937727 0.347372 6.47614e-05 -60.5056 22.1819 32.155 0
1408 -0.94461 0.328192 8.69021e-05 -60.9657 20.9142 -32.6688 0
1409 -0.944641 0.328103 8.6902e-05 -60.9669 20.9102 -31.1613 0
1410 -0.944673 0.328015 8.69032e-05 -60.9682 20.9061 -29.6539 0
1411 -0.944704 0.327927 8.69033e-05 -60.9695 20.9021 -28.1464 0
1412 -0.944734 0.327838 8.69031e-05 -60.9708 20.898 -26.6389 0
